VentaID;FechaVenta;HoraVenta;SucursalNombre;CiudadSucursal;VendedorNombre;ClienteNombre;GeneroCliente;EdadCliente;EmailCliente;TelefonoCliente;DireccionCliente;MetodoPago;NombreProducto1;MarcaProducto1;CantidadProducto1;PrecioUnitarioProducto1;SubtotalProducto1;NombreProducto2;MarcaProducto2;CantidadProducto2;PrecioUnitarioProducto2;SubtotalProducto2;NombreProducto3;MarcaProducto3;CantidadProducto3;PrecioUnitarioProducto3;SubtotalProducto3;DescuentoVenta;TotalVenta
351;22/05/2023;10:20:03 p. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Yago Sevillano;M;25;yago70@gmail.com;+34943741286;cll 56 #29-72;Tarjeta Crédito;Asus ROG Strix G15;Asus;1;6400000;6400000;Asus ZenBook 14;Asus;2;3800000;7600000;;;null;null;null;0;14000000
352;15/09/2017;7:13:26 a. m.;Techcore Pereira;Pereira;Amílcar Ortega-Alberto;Leonardo Blas Sotelo Cabrera;M;35;leonardo19@gmail.com;+34901687266;cra 89 #21-82;Tarjeta Crédito;Dell Inspiron 15;Dell;2;3000000;6000000;;;null;null;null;;;null;null;null;1;5400000
353;1/12/2018;10:24:56 p. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Germán del Toledo;M;48;german85@gmail.com;+34948185648;cll 7 #14-4;Tarjeta Crédito;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;;;null;null;null;0;8800000
354;20/11/2016;8:40:39 a. m.;Techcore Bogotá #2;Bogotá;Herminia Meléndez-Huguet;Aránzazu Olmedo Arrieta;F;24;aranzazu10@hotmail.com;+34825443153;cll 14 #53-67;Billetera Digital;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;;;null;null;null;0;8800000
355;23/06/2020;9:41:21 p. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Guadalupe Paniagua-Vives;M;46;No especificado;+34949545001;cra 79 #2-65;Tarjeta Débito;Acer Swift 3;Acer;1;2600000;2600000;Dell XPS 13;Dell;2;4800000;9600000;Samsung Galaxy Book Flex;Samsung;1;5600000;5600000;0;17800000
356;14/12/2016;7:00:36 a. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Remedios Mir Pujadas;F;22;remedios84@hotmail.com;+34975745109;cll 71 #60-87;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;HP Omen 16;HP;2;6000000;12000000;Samsung Galaxy Book Odyssey;Samsung;2;6800000;13600000;0;40000000
357;6/11/2022;9:32:56 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Eduardo Victorino Sacristán Falcón;M;18;eduardo50@hotmail.com;+34879603355;cll 3 #63-11;Tarjeta Crédito;Samsung Galaxy Book Odyssey;Samsung;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
358;11/10/2014;6:06:51 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Enrique Lamas;M;25;enrique45@yahoo.com;+34827680690;cll 80 #31-24;Tarjeta Crédito;HP Omen 16;HP;2;6000000;12000000;Samsung Galaxy Book Flex;Samsung;2;5600000;11200000;;;null;null;null;5;22040000
359;6/07/2023;8:33:38 a. m.;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Jose Miguel Perales Castilla;M;23;jose76@gmail.com;+34949376647;cra 11 #13-38;Tarjeta Débito;Dell XPS 13;Dell;2;4800000;9600000;Apple MacBook Pro 14;Apple;2;8000000;16000000;;;null;null;null;0;25600000
360;11/02/2017;6:30:29 a. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Ascensión Villegas Barrena;F;23;ascension12@hotmail.com;+34985157642;cra 61 #90-4;Billetera Digital;HP Envy 13;HP;1;4000000;4000000;Apple MacBook Pro 14;Apple;2;8000000;16000000;;;null;null;null;5;19000000
361;9/03/2022;8:52:48 a. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Goyo Tejedor Coll;M;19;goyo92@gmail.com;+34841306106;cll 60 #66-80;Transferencia;Acer Swift 3;Acer;1;2600000;2600000;;;null;null;null;;;null;null;null;0;2600000
362;19/02/2018;6:56:02 a. m.;Techcore Bogotá #2;Bogotá;Eloísa Plaza Hurtado;Albino Nieto Reguera;M;27;albino50@gmail.com;+34963623818;cll 1 #17-12;Efectivo;Dell XPS 13;Dell;1;4800000;4800000;Dell Inspiron 15;Dell;1;3000000;3000000;;;null;null;null;0;7800000
363;15/06/2019;6:27:34 p. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Victor Gimenez Quero;M;38;victor48@hotmail.com;+34884809530;cra 12 #21-54;No Especificado;Dell Alienware m15;Dell;1;8000000;8000000;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;0;12400000
364;8/01/2022;10:05:11 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Conrado Velázquez Páez;M;18;conrado52@yahoo.com;+34849514255;cra 75 #3-25;Tarjeta Débito;MSI GS66 Stealth;MSI;1;8000000;8000000;Asus ROG Strix G15;Asus;2;6400000;12800000;;;null;null;null;1;18720000
365;3/09/2020;11:32:57 p. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Ángel Cantón;M;36;angel69@yahoo.com;+34820301106;cll 16 #7-13;Tarjeta Crédito;HP Envy 13;HP;1;4000000;4000000;;;null;null;null;;;null;null;null;0;4000000
366;16/03/2018;8:03:40 a. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Aníbal Molins Peral;M;30;anibal47@hotmail.com;+34824353293;cra 38 #39-31;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
367;8/07/2016;1:25:57 a. m.;Techcore Bogotá #1;Bogotá;Evaristo Guillen Peña;Adolfo Marin Yuste;M;39;adolfo65@hotmail.com;+34942377013;cll 47 #93-82;Tarjeta Débito;HP Spectre x360;HP;1;5200000;5200000;Dell Alienware m15;Dell;2;8000000;16000000;Dell Latitude 7420;Dell;2;5600000;11200000;0;32400000
368;20/10/2021;12:57:38 p. m.;Techcore Pereira;Pereira;Carina Parejo Carranza;Dalila Revilla Miró;F;41;dalila27@yahoo.com;+34944655707;cll 15 #16-35;Tarjeta Débito;Apple MacBook Pro 14;Apple;1;8000000;8000000;Apple MacBook Air M1;Apple;2;5500000;11000000;;;null;null;null;5;18050000
369;20/02/2019;2:46:49 a. m.;Techcore Medellín #2;Medellín;Luisina Lasa;Luis Miguel Salinas Mas;M;26;luis32@yahoo.com;+34974950635;cll 22 #37-97;Billetera Digital;Samsung Galaxy Book Flex;Samsung;1;5600000;5600000;;;null;null;null;;;null;null;null;0;5600000
370;22/09/2016;4:33:31 p. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Reina Segovia Tejera;F;46;reina74@gmail.com;+34933846503;cll 27 #54-45;Tarjeta Crédito;Asus TUF Gaming A15;Asus;1;4800000;4800000;;;null;null;null;;;null;null;null;0;4800000
371;7/11/2024;3:03:17 p. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Tomasa Llobet Ripoll;F;27;tomasa57@yahoo.com;+34902216057;cll 1 #86-20;Tarjeta Crédito;Apple MacBook Pro 14;Apple;2;8000000;16000000;HP Spectre x360;HP;1;5200000;5200000;;;null;null;null;5;20140000
372;6/12/2018;7:24:53 a. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Eulalia Oller Pulido;F;21;eulalia49@gmail.com;+34975264608;cra 26 #17-73;Tarjeta Crédito;Apple iMac 24;Apple;2;6400000;12800000;;;null;null;null;;;null;null;null;0;12800000
373;9/01/2017;5:14:23 p. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Leonardo del Martin;M;45;leonardo26@hotmail.com;+34902302842;cll 69 #63-61;Billetera Digital;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;HP Envy 13;HP;1;4000000;4000000;5;19380000
374;2/10/2018;6:25:26 a. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Adriana Domingo Herranz;F;42;adriana37@gmail.com;+34975355266;cra 32 #20-12;Transferencia;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;;;null;null;null;;;null;null;null;0;14400000
375;13/08/2023;7:22:02 a. m.;Techcore Cali;Cali;Florencio Iker Vara Nebot;Nazaret de Falcón;F;18;nazaret12@gmail.com;+34886172858;cra 27 #28-11;No Especificado;Dell Latitude 7420;Dell;1;5600000;5600000;;;null;null;null;;;null;null;null;0;5600000
376;2/08/2018;9:27:21 p. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Nicanor Marco;M;37;nicanor74@yahoo.com;+34975252141;cll 74 #57-23;Tarjeta Débito;Apple MacBook Air M1;Apple;1;5500000;5500000;Razer Book 13;Razer;1;6400000;6400000;;;null;null;null;0;11900000
377;30/01/2024;12:12:57 a. m.;Techcore Medellín #1;Medellín;Ibán López Córdoba;Ángela Bermudez;F;42;angela82@hotmail.com;+34807765182;cll 72 #36-16;Transferencia;HP Pavilion 15;HP;2;3500000;7000000;Samsung Galaxy Book Pro;Samsung;2;4800000;9600000;;;null;null;null;0;16600000
378;25/06/2020;12:35:23 p. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Godofredo Baltasar Laguna Gomila;M;29;godofredo24@hotmail.com;+34820143440;cra 27 #91-34;Tarjeta Crédito;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;;;null;null;null;0;7200000
379;9/08/2021;11:34:33 p. m.;Techcore Cali;Cali;Basilio Marcos Barrena;Feliciana Bello Verdugo;F;30;feliciana5@gmail.com;+34873290268;cra 69 #27-48;Efectivo;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;Lenovo Legion 5 Pro;Lenovo;2;7200000;14400000;HP Spectre x360;HP;2;5200000;10400000;0;38400000
380;14/12/2023;11:30:40 a. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Pepito Ródenas Borja;M;18;pepito73@hotmail.com;+34975469433;cra 24 #92-35;Tarjeta Débito;HP Envy 13;HP;2;4000000;8000000;;;null;null;null;;;null;null;null;0;8000000
381;29/04/2021;1:25:22 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Laura Enríquez;F;24;laura73@hotmail.com;+34948216343;cll 6 #62-78;Transferencia;Acer Predator Helios 300;Acer;2;5600000;11200000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;0;18400000
382;15/04/2023;5:11:39 p. m.;Techcore Bogotá #2;Bogotá;Herminia Meléndez-Huguet;Porfirio Mas;M;31;porfirio36@hotmail.com;+34980066815;cra 58 #68-24;Tarjeta Débito;Dell XPS 13;Dell;1;4800000;4800000;HP Envy 13;HP;1;4000000;4000000;;;null;null;null;5;8360000
383;30/01/2025;4:19:46 a. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Ángela Acero Parra;F;46;angela41@yahoo.com;+34710758676;cll 91 #37-82;Transferencia;Asus VivoBook 15;Asus;2;2400000;4800000;;;null;null;null;;;null;null;null;0;4800000
384;18/01/2017;5:19:17 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Amado Paredes;M;34;amado30@gmail.com;+34886621308;cra 46 #27-83;Tarjeta Débito;Samsung Galaxy Book Odyssey;Samsung;2;6800000;13600000;Asus VivoBook 15;Asus;1;2400000;2400000;;;null;null;null;5;15200000
385;17/05/2022;12:31:49 a. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Loreto de Casado;M;50;loreto25@gmail.com;+34828236607;cra 55 #52-79;Tarjeta Débito;HP Omen 16;HP;2;6000000;12000000;;;null;null;null;;;null;null;null;15;10200000
386;23/04/2015;1:04:57 p. m.;Techcore Cali;Cali;Rosendo Barberá Cordero;Ulises Sedano Cabrera;M;26;ulises35@gmail.com;+34824355655;cll 3 #85-25;Transferencia;HP Spectre x360;HP;1;5200000;5200000;Apple iMac 24;Apple;1;6400000;6400000;;;null;null;null;0;11600000
387;16/09/2017;10:11:00 p. m.;Techcore Cali;Cali;Florencio Iker Vara Nebot;Martin Cerdá;M;31;martin92@gmail.com;+34884409830;cra 39 #89-49;Transferencia;HP Omen 16;HP;1;6000000;6000000;;;null;null;null;;;null;null;null;1;5400000
388;16/07/2022;8:19:05 a. m.;Techcore Medellín #2;Medellín;Juanito Diaz;Bruno Domínguez Lobato;M;29;bruno83@hotmail.com;+34848996835;cll 20 #50-52;Transferencia;HP Pavilion 15;HP;2;3500000;7000000;HP Omen 16;HP;2;6000000;12000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;0;25800000
389;7/07/2019;12:07:18 a. m.;Techcore Pereira;Pereira;Jose Angel Rovira Adadia;Heriberto Castillo Torre;M;28;heriberto82@yahoo.com;+34800514364;cll 74 #19-8;Tarjeta Crédito;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;Apple MacBook Pro 16;Apple;1;9600000;9600000;Apple MacBook Pro 14;Apple;1;8000000;8000000;0;20400000
390;20/09/2017;12:22:19 p. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Santiago Alcolea Planas;M;28;No especificado;+34817732154;cll 69 #65-52;Transferencia;HP Spectre x360;HP;2;5200000;10400000;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;;;null;null;null;0;24000000
391;4/03/2024;5:02:21 a. m.;Techcore Bogotá #2;Bogotá;Eloísa Plaza Hurtado;Dionisio Carrillo Exposito;M;35;dionisio99@yahoo.com;+34820614706;cll 31 #70-4;Tarjeta Crédito;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;;;null;null;null;;;null;null;null;5;2660000
392;28/04/2025;12:03:42 p. m.;Techcore Medellín #2;Medellín;Claudia Sastre-Quintero;Román Arenas García;M;19;roman84@hotmail.com;+34946458826;cra 93 #69-94;Efectivo;Asus ZenBook 14;Asus;1;3800000;3800000;Lenovo Yoga 7i;Lenovo;2;4400000;8800000;;;null;null;null;0;12600000
393;30/08/2023;6:31:30 p. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Roberto Portillo Barbero;M;32;roberto53@gmail.com;+34953034632;cra 88 #20-38;Tarjeta Crédito;Apple MacBook Pro 14;Apple;2;8000000;16000000;;;null;null;null;;;null;null;null;5;15200000
394;27/05/2016;3:50:34 a. m.;Techcore Bogotá #2;Bogotá;Eloísa Plaza Hurtado;Mario Alonso Aguiló;M;47;mario6@gmail.com;+34711560048;cll 74 #92-70;Tarjeta Crédito;Dell Alienware m15;Dell;1;8000000;8000000;Razer Book 13;Razer;1;6400000;6400000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;5;20140000
395;20/10/2017;7:13:12 p. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Ofelia Canales Barral;F;21;ofelia6@yahoo.com;+34848673509;cra 2 #24-46;Tarjeta Crédito;Dell Alienware m15;Dell;2;8000000;16000000;;;null;null;null;;;null;null;null;5;15200000
396;18/01/2016;6:55:11 p. m.;Techcore Cali;Cali;Basilio Marcos Barrena;Calixto Vila-Gutierrez;M;22;calixto35@hotmail.com;+34883093411;cll 75 #87-37;Transferencia;Dell XPS 13;Dell;2;4800000;9600000;Asus ZenBook 14;Asus;2;3800000;7600000;;;null;null;null;15;14620000
397;31/10/2014;8:19:25 a. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Raúl Priego Montenegro;M;43;raul22@hotmail.com;+34826846422;cll 62 #63-90;Transferencia;Acer Aspire 5;Acer;1;2000000;2000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Lenovo IdeaPad 5;Lenovo;2;2800000;5600000;0;14400000
398;26/07/2023;8:19:06 a. m.;Techcore Cali;Cali;Basilio Marcos Barrena;Antonio Villalonga;M;40;antonio12@hotmail.com;+34923633499;cll 24 #29-81;Efectivo;Dell Latitude 7420;Dell;2;5600000;11200000;;;null;null;null;;;null;null;null;0;11200000
399;3/10/2021;8:56:19 p. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Manolo Barrera Correa;M;38;manolo93@hotmail.com;+34902021476;cll 12 #57-19;Efectivo;Apple MacBook Pro 16;Apple;1;9600000;9600000;;;null;null;null;;;null;null;null;0;9600000
400;21/08/2022;5:19:23 a. m.;Techcore Medellín #1;Medellín;Liliana Jordá Armengol;Custodio de Solano;M;28;No especificado;+34972274965;cra 53 #91-90;Tarjeta Crédito;Dell Latitude 7420;Dell;2;5600000;11200000;Dell Alienware m15;Dell;2;8000000;16000000;;;null;null;null;0;27200000
401;3/07/2015;8:10:35 p. m.;Techcore Bogotá #1;Bogotá;Griselda Arnaiz Palacio;Úrsula Estefanía Gascón Colomer;F;36;ursula64@hotmail.com;+34932543121;cra 88 #31-4;Transferencia;Apple MacBook Air M1;Apple;1;5500000;5500000;;;null;null;null;;;null;null;null;0;5500000
402;22/06/2025;6:42:10 a. m.;Techcore Bogotá #1;Bogotá;Aura del Bermúdez;Diego del Agustín;M;48;diego84@hotmail.com;+34842071710;cll 88 #60-90;Transferencia;Acer Aspire 5;Acer;2;2000000;4000000;Acer Swift 3;Acer;1;2600000;2600000;Asus ZenBook 14;Asus;1;3800000;3800000;0;10400000
403;7/12/2021;5:08:43 a. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Leocadio Bayona;M;25;leocadio90@yahoo.com;+34841448196;cll 10 #82-15;Tarjeta Crédito;Asus ROG Strix G15;Asus;1;6400000;6400000;;;null;null;null;;;null;null;null;0;6400000
404;7/02/2021;12:56:53 p. m.;Techcore Cali;Cali;Basilio Marcos Barrena;Patricio Alemany;M;18;patricio11@yahoo.com;+34800071652;cll 90 #11-8;No Especificado;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;;;null;null;null;0;6800000
405;22/06/2022;4:59:11 p. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Graciano Carbó-Fuertes;M;38;graciano74@gmail.com;+34981993182;cra 24 #12-13;Efectivo;Apple MacBook Air M1;Apple;1;5500000;5500000;;;null;null;null;;;null;null;null;0;5500000
406;16/06/2025;4:02:07 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Baltasar del Sales;M;22;baltasar73@gmail.com;+34887316156;cra 49 #66-11;Tarjeta Crédito;Apple MacBook Pro 16;Apple;1;9600000;9600000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Apple MacBook Pro 14;Apple;2;8000000;16000000;0;32400000
407;19/10/2024;4:31:54 p. m.;Techcore Medellín #1;Medellín;Eusebia Jara Macias;Jose Carlos del Lorenzo;M;43;jose70@hotmail.com;+34849539704;cra 98 #29-33;Billetera Digital;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;Dell XPS 13;Dell;1;4800000;4800000;;;null;null;null;0;9200000
408;14/11/2018;10:20:22 a. m.;Techcore Bogotá #1;Bogotá;Poncio Gabriel Poza Acedo;Rosalinda Company;F;26;rosalinda55@yahoo.com;+34976427654;cll 72 #60-91;Tarjeta Débito;Acer Predator Helios 300;Acer;2;5600000;11200000;Acer Swift 3;Acer;2;2600000;5200000;;;null;null;null;0;16400000
409;2/05/2023;6:13:49 p. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Estrella de Macias;F;38;estrella20@hotmail.com;+34807615823;cll 22 #61-1;Billetera Digital;HP Spectre x360;HP;2;5200000;10400000;Dell XPS 13;Dell;1;4800000;4800000;;;null;null;null;0;15200000
410;1/03/2018;7:34:34 p. m.;Techcore Medellín #2;Medellín;Juan José Porcel-Riera;Claudio Plana Valbuena;M;38;claudio98@yahoo.com;+34849024338;cll 62 #29-79;Billetera Digital;Asus ROG Strix G15;Asus;2;6400000;12800000;;;null;null;null;;;null;null;null;0;12800000
411;23/07/2018;9:03:43 a. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Herberto Vallés;M;33;herberto28@gmail.com;+34987862746;cra 50 #59-4;Efectivo;HP Omen 16;HP;1;6000000;6000000;HP Spectre x360;HP;1;5200000;5200000;Apple MacBook Air M1;Apple;1;5500000;5500000;0;16700000
412;25/03/2018;4:10:57 p. m.;Techcore Bogotá #2;Bogotá;Edu Juan Pedraza;Moreno Tomé Diego;M;30;moreno58@gmail.com;+34958763727;cra 97 #32-2;Efectivo;Dell Inspiron 15;Dell;1;3000000;3000000;Acer Swift 3;Acer;2;2600000;5200000;HP Omen 16;HP;2;6000000;12000000;5;19190000
413;27/12/2016;2:48:26 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Clementina Iborra Grau;F;47;clementina17@gmail.com;+34921382257;cll 24 #70-14;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;HP Spectre x360;HP;1;5200000;5200000;HP Omen 16;HP;1;6000000;6000000;0;18000000
414;30/08/2021;11:16:08 p. m.;Techcore Bogotá #2;Bogotá;Eloísa Plaza Hurtado;Aarón Oliveras Sevillano;M;36;aaron68@yahoo.com;+34817006039;cll 18 #21-96;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;HP Spectre x360;HP;1;5200000;5200000;HP Pavilion 15;HP;1;3500000;3500000;0;22300000
415;7/06/2016;1:57:49 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Matías Bas Amo;M;32;matias38@gmail.com;+34975322773;cll 27 #78-99;Transferencia;Microsoft Surface Pro 9;Microsoft;2;4400000;8800000;Microsoft Surface Go 3;Microsoft;2;3000000;6000000;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;0;22000000
416;3/10/2022;7:27:39 p. m.;Techcore Bogotá #2;Bogotá;Armida Azorin Plaza;Dalila Montero;F;41;dalila12@gmail.com;+34974571382;cll 55 #2-93;No Especificado;HP Spectre x360;HP;2;5200000;10400000;;;null;null;null;;;null;null;null;1;9360000
417;4/02/2023;7:52:44 p. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Abigaíl Pozuelo-Colom;F;38;abigail2@yahoo.com;+34979369295;cll 86 #46-58;Tarjeta Crédito;Microsoft Surface Go 3;Microsoft;2;3000000;6000000;;;null;null;null;;;null;null;null;0;6000000
418;12/02/2019;3:19:54 a. m.;Techcore Bogotá #2;Bogotá;Olivia Armas Ayuso;Gala Barco Simó;F;51;gala61@hotmail.com;+34921301351;cll 9 #25-85;Efectivo;Lenovo Yoga 7i;Lenovo;1;4400000;4400000;;;null;null;null;;;null;null;null;0;4400000
419;11/01/2019;11:04:34 a. m.;Techcore Cali;Cali;Clímaco Salinas Zabaleta;Ignacia Milla Gilabert;F;51;ignacia20@hotmail.com;+34845751865;cll 48 #11-75;Billetera Digital;HP Omen 16;HP;2;6000000;12000000;;;null;null;null;;;null;null;null;0;12000000
420;9/12/2017;2:37:33 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Lucila Viñas Angulo;F;24;lucila67@hotmail.com;+34843363356;cll 69 #95-64;Tarjeta Débito;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;Asus VivoBook 15;Asus;2;2400000;4800000;Apple iMac 24;Apple;1;6400000;6400000;0;14000000
421;25/06/2015;8:57:38 a. m.;Techcore Medellín #2;Medellín;Luisina Lasa;Jesusa Zamora Bayona;F;41;jesusa81@hotmail.com;+34924676290;cll 23 #69-99;Tarjeta Débito;Apple iMac 24;Apple;1;6400000;6400000;Lenovo IdeaPad 5;Lenovo;1;2800000;2800000;;;null;null;null;5;8740000
422;6/09/2018;8:17:49 p. m.;Techcore Medellín #1;Medellín;Ana Sofía Llopis Blázquez;Toribio Montero Merino;M;27;toribio57@hotmail.com;+34927558018;cra 83 #75-33;Tarjeta Débito;Lenovo ThinkPad X1 Carbon;Lenovo;2;6800000;13600000;Acer Swift 3;Acer;1;2600000;2600000;;;null;null;null;1;14580000
423;28/10/2024;8:21:49 a. m.;Techcore Medellín #2;Medellín;Almudena Adelaida Lledó Garrido;Nydia Cordero Arenas;F;50;nydia56@yahoo.com;+34941068624;cra 62 #55-23;Billetera Digital;HP Omen 16;HP;2;6000000;12000000;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;;;null;null;null;0;18800000
424;23/03/2024;9:56:09 a. m.;Techcore Bogotá #1;Bogotá;María Belén Alegria Camps;Diana González Zapata;F;28;diana92@gmail.com;+34879236027;cll 4 #36-47;Tarjeta Crédito;Dell Alienware m15;Dell;1;8000000;8000000;;;null;null;null;;;null;null;null;15;6800000
425;14/07/2018;2:07:20 p. m.;Techcore Bogotá #2;Bogotá;Edu Juan Pedraza;Lino Núñez Naranjo;M;22;lino83@hotmail.com;+34985049860;cra 19 #1-45;Transferencia;HP Pavilion 15;HP;2;3500000;7000000;;;null;null;null;;;null;null;null;15;5950000
426;28/06/2015;5:53:14 p. m.;Techcore Medellín #1;Medellín;Dominga del Alcántara;Tiburcio Calderón Ojeda;M;34;tiburcio41@hotmail.com;+34885142847;cll 86 #11-68;Tarjeta Crédito;HP Pavilion 15;HP;1;3500000;3500000;;;null;null;null;;;null;null;null;0;3500000
427;10/12/2017;9:06:07 p. m.;Techcore Cali;Cali;Jacinta Juárez Marín;Rodrigo Piquer Rodriguez;M;23;rodrigo22@yahoo.com;+34971502129;cra 42 #41-68;Tarjeta Crédito;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Apple MacBook Pro 16;Apple;2;9600000;19200000;HP Spectre x360;HP;1;5200000;5200000;0;31200000
428;15/03/2015;2:59:03 a. m.;Techcore Pereira;Pereira;Anacleto Morera Segovia;Federico Zamorano Egea;M;36;federico5@yahoo.com;+34981884784;cra 91 #62-92;Tarjeta Débito;Dell Alienware m15;Dell;1;8000000;8000000;;;null;null;null;;;null;null;null;0;8000000
429;5/12/2023;6:10:28 p. m.;Techcore Bogotá #2;Bogotá;Herminia Meléndez-Huguet;Nerea Rivero Seco;F;19;nerea45@yahoo.com;+34926071146;cra 94 #84-94;No Especificado;Lenovo Legion 5 Pro;Lenovo;1;7200000;7200000;;;null;null;null;;;null;null;null;5;6840000
430;3/03/2023;2:52:42 a. m.;Techcore Cali;Cali;Florencio Iker Vara Nebot;Agustín Ribera Ortiz;M;28;agustin44@yahoo.com;+34987797729;cll 91 #43-48;Transferencia;Lenovo ThinkPad X1 Carbon;Lenovo;1;6800000;6800000;Apple iMac 24;Apple;2;6400000;12800000;Asus ZenBook 14;Asus;2;3800000;7600000;0;27200000
